source_file,ui_router_state,url,controller
public/js/custom-states.js,patientemr.dietplantab,/dietplan/:id,dietplanTabController
public/js/custom-states.js,patientemr.dietplantab.dietplan,/dietplan,patientDietplanController
public/js/custom-states.js,patientemr.pastlabresult,/pastlabresult/:id,pastLabFormController
public/js/custom-states.js,patientemr.pastlabresults,/pastlabresults,pastLabListController
public/js/custom-states.js,patientemr.pastradiologyresult,/pastradiologyresult/:id,pastRadiologyFormController
public/js/custom-states.js,patientemr.pastradiologyresults,/pastradiologyresults,pastRadiologyListController
public/js/custom-states.js,patientemr.patientdietnbm,/manageNBM,patientDietnbmListController
public/js/custom-states.js,patientemr.physiotheraphy,/physiotheraphy,physiotheraphyListController
public/js/custom-states.js,patientemr.physiotheraphytab,/physiotheraphytab/:id,physiotheraphytabController
public/js/custom-states.js,patientemr.physiotheraphytab.details,/physiotheraphies,physiotheraphyFormController
public/js/custom-states.js,patientportal.Healthsummary,/Healthsummary/:tp,ehealthSummaryController
public/js/custom-states.js,patientportal.contactdetails,/contactdetails,contactdetails
public/js/custom-states.js,patientportal.doctordetails,/doctordetails,doctorslist
public/js/custom-states.js,patientportal.doctorslist,/doctorslist,doctorslist
public/js/custom-states.js,patientportal.newappointments,/newappointments,newappointments
public/js/custom-states.js,patientportal.specialities,/specialities,newappointments
public/js/emr-states.js,app.abgparameters,/abgparameters,ABGParameterListController
public/js/emr-states.js,app.appointmentrequest,/app/appointmentrequest,appointmentReqListController
public/js/emr-states.js,app.otconsumption,/OTConsumption/:id,OTConsumptionFormController
public/js/emr-states.js,app.otconsumptions,/OTConsumption,OTConsumptionListController
public/js/emr-states.js,app.patientfollowuptab,/patientfollowuptab/:id,PatientFollowupTabController
public/js/emr-states.js,app.patientfollowuptab.followup,/followup,FollowupListController
public/js/emr-states.js,app.patientfollowuptab.pending,/pending,PendingListController
public/js/emr-states.js,patientemr,/patientemr,
public/js/emr-states.js,patientemr.admissionrequest,/admissionrequest/:id,admissionRequestFormController
public/js/emr-states.js,patientemr.admissionrequests,/admissionrequests,admissionRequestListController
public/js/emr-states.js,patientemr.bloodbanks,/bloodbanks,BloodBankListController
public/js/emr-states.js,patientemr.bloodbanktab,bloodbanktab/:id,BloodBankTabController
public/js/emr-states.js,patientemr.bloodbanktab.blooddonor,bloodbanktab/blooddonor:id,BloodDonorDetailsController
public/js/emr-states.js,patientemr.bloodbanktab.bloodrequest,bloodbanktab/bloodrequest:id,BloodBankRequestController
public/js/emr-states.js,patientemr.bloodbanktab.bloodtransfusion,bloodbanktab/bloodtransfusion:id,BloodTransfusionDetailsController
public/js/emr-states.js,patientemr.cdcharttab,/cdcharttab,CdChartTabController
public/js/emr-states.js,patientemr.cdcharttab.cdchartcurrentlist,/cdchartcurrentlist,CdChartCurrentListController
public/js/emr-states.js,patientemr.cdcharttab.cdchartpreviouslist,/cdchartpreviouslist,CdChartProviousListController
public/js/emr-states.js,patientemr.clinicaldocumenttab,/clinicaldocumenttab,ClinicalDocumentTabController
public/js/emr-states.js,patientemr.clinicaldocumenttab.clinicaldocumentcurrentlist,/clinicaldocumenttab/clinicaldocumentcurrentlist/,ClinicalDocumentCurrentListController
public/js/emr-states.js,patientemr.clinicaldocumenttab.clinicaldocumentpreviouslist,/clinicaldocumenttab/clinicaldocumentpreviouslist,ClinicalDocumentPreviousListController
public/js/emr-states.js,patientemr.clinicalimages,/ClinicalImages,ClinicalImagesListController
public/js/emr-states.js,patientemr.clinicalordertab,/clinicalordertab,ClinicalOrdeerTabController
public/js/emr-states.js,patientemr.clinicalordertab.clinicalorders,/clinicalorders/addorders,ClinicalOrdersController
public/js/emr-states.js,patientemr.clinicalordertab.currentlist,/clinicalordertab/currentlist,clinicalordersCurrentListController
public/js/emr-states.js,patientemr.clinicalordertab.favorders,/clinicalordertab/favorders,FavoriteOrdersController
public/js/emr-states.js,patientemr.clinicalordertab.history,/clinicalordertab/history,clinicalordersHistoryController
public/js/emr-states.js,patientemr.constab,/emrconstab,EmrConsolidateTabController
public/js/emr-states.js,patientemr.constab.opconsolidatedbills,/emropconsolidatedbills/,EmropbilldetailsController
public/js/emr-states.js,patientemr.constab.pharmacyconsolidatedbills,/emrpharmacyconsolidatedbills/,EmrpharmabilldetailsController
public/js/emr-states.js,patientemr.consultation,/consultation/:id,consultationController
public/js/emr-states.js,patientemr.consultationcompare,/consultationcompare,consultationCompareController
public/js/emr-states.js,patientemr.consultationtab,/consultationtab,ConsultationNoteTabController
public/js/emr-states.js,patientemr.consultationtab.consultationcurrentlist,/consultationcurrentlist,consultationCurrentListController
public/js/emr-states.js,patientemr.consultationtab.consultationpreviouslist,/consultationpreviouslist,consultationPreviousListController
public/js/emr-states.js,patientemr.diabetescharttab,/diabetescharttab,DiabetesChartTabController
public/js/emr-states.js,patientemr.diabetescharttab.currentlist,/currentlist,DiabetesChartCurrentListController
public/js/emr-states.js,patientemr.diabetescharttab.previouslist,/previouslist,DiabetesChartPreviuosListController
public/js/emr-states.js,patientemr.diagnosistab,/diagnosistab/,PatientDiagnosisTabController
public/js/emr-states.js,patientemr.diagnosistab.diagnosishistory,/diagnosishistory/,PreDiagnosisHistoryController
public/js/emr-states.js,patientemr.diagnosistab.favoritediagnosis,/favoritediagnosis/,FavoriteDiagnosisController
public/js/emr-states.js,patientemr.diagnosistab.patientdiagnosiscurrentlist,/patientdiagnosiscurrentlist/,patientDiagnosisListController
public/js/emr-states.js,patientemr.dietplantab,/dietplan/:id,dietplanTabController
public/js/emr-states.js,patientemr.dietplantab.dietplan,/dietplan,patientDietplanController
public/js/emr-states.js,patientemr.dietplantab.dietplanlist,/dietplanlist,patientDietplanListController
public/js/emr-states.js,patientemr.dischargecasesheet,/dischargecasesheet/:id,discasshtconsultationController
public/js/emr-states.js,patientemr.dischargecasesheets,/dischargecasesheets,discasshtconsultationListController
public/js/emr-states.js,patientemr.dischargesummary,/dischargesummary/:id,dischargesummaryFormController
public/js/emr-states.js,patientemr.dischargesummarys,/dischargesummarys,dischargesummaryListController
public/js/emr-states.js,patientemr.dischargesummarytab,/dischargesummarytab/,DischargeSummaryTabController
public/js/emr-states.js,patientemr.dischargesummarytab.dischargesummarycurrentvisit,/dischargesummary/:id,emrdischargesummaryFormController
public/js/emr-states.js,patientemr.dischargesummarytab.dischargesummaryhistory,/dischargesummaryhistory/:id,dischargesummaryListController
public/js/emr-states.js,patientemr.dischargesummarytab.dischargesummarymodify,/dischargesummarymodify/:id,dischargesummaryModifyController
public/js/emr-states.js,patientemr.dischargesummarytab.dischargesummaryview,/dischargesummaryview/:id,DischargeSummaryViewController
public/js/emr-states.js,patientemr.doctornotestab,/doctornotestab,DoctorNotesTabController
public/js/emr-states.js,patientemr.doctornotestab.doctornotescurrentlist,/doctornotescurrentlist/:id,DoctorNotescurrentListController
public/js/emr-states.js,patientemr.doctornotestab.doctornotespreviouslist,/doctornotespreviouslist/:id,DoctorNotesPreviousListController
public/js/emr-states.js,patientemr.emartab,/emartab/,emarTabController
public/js/emr-states.js,patientemr.emartab.emar,emartab/Prescribed eMAR/,emarController
public/js/emr-states.js,patientemr.emartab.emarview,emartab/Prescribed eMAR View/,emarviewController
public/js/emr-states.js,patientemr.emrcharttab,/emrcharttab,emrcharttabController
public/js/emr-states.js,patientemr.emrcharttab.emrcharts,/emrcharts,emrchartsController
public/js/emr-states.js,patientemr.emrdashboard,/emrdashboard/:pid/:id,emrdashboardFormController
public/js/emr-states.js,patientemr.emrincidentmanagementlist,/emrincidentmanagementlist,emrincidentmanagementlistController
public/js/emr-states.js,patientemr.emrotregisters,/emrotregisters/,OtRegisterNotesController
public/js/emr-states.js,patientemr.emrtaskmanagementlist,/emrtaskmanagementlist,emrtaskmanagementlistController
public/js/emr-states.js,patientemr.equipments,/equipments,MedicalEquipmentController
public/js/emr-states.js,patientemr.familycondition,/familycondition/:pid/:id,familyConditionFormController
public/js/emr-states.js,patientemr.familyconditions,/familyconditions/,familyConditionListController
public/js/emr-states.js,patientemr.familysocialhistory,/familysocialhistory/:pid/:id,familySocialHistoryFormController
public/js/emr-states.js,patientemr.familysocialhistorys,/familysocialhistorys/,familySocialHistoryListController
public/js/emr-states.js,patientemr.incidentmanagement,/incidentmanagement,emrincidentmanagementlistController
public/js/emr-states.js,patientemr.ipbilldetails,/ipbilldetails,ipbillingdetailsController
public/js/emr-states.js,patientemr.ipcasesheetsummary,/ipcasesheetsummary,ipcasesheetsummaryController
public/js/emr-states.js,patientemr.ipdoctortransfer,/ipdoctortransfer,DocTransferController
public/js/emr-states.js,patientemr.ipforms,/ipforms,ipformController
public/js/emr-states.js,patientemr.ivfconsultationnotescurrentlist,/ivfconsultationnotescurrentlist/:id,IVFConsultationNotescurrentListController
